"CC72","Shoulder Arms","1922","Chaplin","Chaplin","First National","DRAME"
"CC73","The Gold Rush","1925","Chaplin","Chaplin",,"DRAME"
"CC75","The Circus","1927","Chaplin","Chaplin","U.A.","COMEDIE"
"CC76","City Lights","1931","Chaplin","Chaplin","U.A.",
"CC77","Modern Times","1936","Chaplin","Chaplin","USA",
"CC78","The Great Dictator","1940","Chaplin","Chaplin","U.A.","COMEDIE"
"CC79","The Gold Rush","1942","Chaplin","Chaplin","Republic",
"CC82","A King in New York","1957","Chaplin",,"England",
"CC83.","A Countess from HongKong","1966","Chaplin",,"England",
"CCa10","Flight of the Innocent","1993","Carlei",,,"DRAME"
"CCa13","Fluke","1993","Carlei",,,
"CCb10","The Mummy's Hand","1940","Cabanne","Ben Pivar","SUniversal","HORREUR"
"CCG1","The Sleeping Car Murders","1965","CostaGavras",,,"SUSPENSE"
"CCG10","Betrayed","1988","CostaGavras","I.Winkler","MGM","DRAME"
"CCG15","Music Box","1989","CostaGavras",,"TriStar","SUSPENSE"
"CCG2","Un Homme de Trop","1967","CostaGavras",,,
"CCG24","Mad City","1998","CostaGavras",,,"DRAME"
"CCG3","Z","1969","Costa-Gravas","Jacques Pérrin","Reggane Fr","SUSPENSE"
"CCG4","L'Aveu","1970","CostaGavras","Robert Dorfman","Films Corona","DOCUMENTAIRE"
"CCG5","State of Siege","1972","CostaGavras",,,
"CCG6","Special Section","1975","CostaGavras",,,
"CCG7","Missing","1982","CostaGavras","Guber, Peters","Universal","DRAME"
"CCG8","Hannah K","1983","CostaGavras",,"Paris","DRAME"
"CCo10","Home Alone 3","1997","Columbus","J.Hughes","Fox","COMEDIE"
"CCo11","Stepmom","1998","Columbus",,,"DRAME"
"CCo2","Heartbreak Hotel","1988","Columbus",,,"COMEDIE"
"CCo3","Home Alone","1990","Columbus","J.Hughes","Fox","COMEDIE"
"CCo4","Only the Lonely","1991","Columbus","J.Hughes",,"ROMANTIQUE"
"CCo6","Mrs. Doubtfire","1993","Columbus","M.G.Williams, Robin Williams, Havey Fierstein, Mark Radcliffe","Blue Wolf, Fox","COMEDIE"
"CCr10","Off Limits","1988","Ch.Crowe","Alan Barnette","Fox","DRAME"
"CCr12","Whispers in the Dark","1988","Ch.Crowe","M.Bregman","Paramount","SUSPENSE,PORNOGRAPHIQUE"
"CCw1","Say Anything","1989","C.Crowe",,,
"CCw2","Singles","1992","C.Crowe","C.Crowe, Richard Hashimoto","Warners","ROMANTIQUE,COMEDIE"
"CCw5","Jerry Maguire","1996","C.Crowe","J.L.Brooks, Richard Sakai, Laurence Mark, Cameron Crowe","SColumbia/TriStar","ROMANTIQUE"
"CD10","Here we go Round the Mulberry Bush","1967","C.Donner",,,
"CD11","Luv","1967","C.Donner",,,
"CD20","Old Dracula","1973","C.Donner","Jach C. Wiener","AIP","HORREUR"
"CD22","Vampira","1974","C.Donner","Jack H. Wiener","Columbia","COMEDIE"
"CD28","The Thief of Bagdad","1981","C.Donner",,,"FANTASTIQUE"
"CD29","Charlie Chan and the Curse of the Dragon Queen","1981","C.Donner","Jerry Sherlock","U.A.","AVENTURE"
"CD31","The Scarlet Pimpernel","1982","C.Donner",,,
"CD33","A Chrisas Carol","1982","C.Donner",,,
"CD7","Nothing But the Best","1963","C.Donner",,,
"CD8","What's New Pussycat?","1965","C.Donner","Charlie Feldman","U.A., Famous Artists","COMEDIE"
"CDe10","The Escape Artist","1982","Deschanel","Doug Claybourne, Buck Houghton","Zoetrope","AVENTURE"
"CdG1","Tarzan and his Mate","1934","C.Gibbons","Bernard Hyman","MGM",
"Cdi10","Ganga Zumba","1963","Digues",,"AA",
"CDM0","California",,"1913","DDeMille","PNLasky","n.a."
"CDM1","The Squaw Man","1913","DeMille","Lasky","Feature Play","WESTERN"
"CDM10","The Wild Goose Chase","1915","DeMille",,,
"CDM11","The Warrens of Virginia","1915","DeMille",,,
"CDM12","The Arab","1915","DeMille",,,
"CDM13","The Goose Girl","1915","DeMille",,,
"CDM15","Carmen","1915","DeMille",,,"DRAME"
"CDM16","Maria Rosa","1915","DeMille",,,
"CDM17","The Captive","1915","DeMille",,"Feature Play","DRAME"
"CDM18","The Cheat","1915","DeMille",,"Feature Play","DRAME"
"CDM19","The Trail of the Lonesome Pine","1916","DeMille",,,"DRAME"
"CDM22","Joan, the Woman","1917","DeMille",,,"DRAME"
"CDM3","The Virginian","1914","DeMille","Lasky","Feature Play","DRAME"
"CDM32","The Squaw Man","1918","DeMille",,,"WESTERN"
"CDM40","The Affairs of Anatol","1921","DeMille",,"Paramount","ROMANTIQUE"
"CDM44","Adam's Rib","1923","DeMille",,"MGM",
"CDM45","The Ten Commandments","1923","DeMille","DeMille",,"Epic"
"CDM5","Brewster's Millions","1914","DeMille","Lasky","Feature Play","DRAME"
"CDM51","The King of Kings","1927","deMille","deMille","Pathé","Epic"
"CDM52","Madame Satan","1930","DeMille",,,
"CDM54","The Godless Girl","1931","DeMille",,,
"CDM55","The Squaw Man","1931","DeMille",,"MGM","DRAME"
"CDM56","The Sign of the Cross","1932","DeMille","DeMille","Paramount","Epic"
"CDM59","Cleopatra","1934","DeMille","deMille","Paramount","DRAME"
"CDM6","Rose of the Rancho","1914","DeMille","Lasky","Feature Play","DRAME"
"CDM60","The Crusades","1935","DeMille",,,
"CDM64","The Plainsman","1936","DeMille","Zukor","SParamount","WESTERN"
"CDM68","The Buccaneer","1938","DeMille",,,"Epic, AVENTURE"
"CDM7","The Ghost Breaker","1914","DeMille","Lasky","Feature Play","DRAME"
"CDM70","Union Pacific","1939","DeMille","deMille","Paramount",
"CDM73","Union Pacific","1939","DeMille","deMille","Paramount",
"CDM75","Reap the Wild Wind","1942","DeMille",,,"Epic"
"CDM77","Unconquered","1947","DeMille","deMille","Paramount","Epic"
"CDM79","The Greatest Show on Earth","1952","DeMille",,"Paramount","Epic"
"CDM8","Call of the North","1915","DeMille",,,
"CDM80","The Ten Commandments","1956","DeMille","Henry Wilcoxon","Paramount","Epic"
"CDM9","The Girl of the Golden West","1915","DeMille",,"Feature Play, Paramount","DRAME"
"CDN10","Body Talk","1991","Nube",,,
"CDr10","Vampyr","1932","Dreyer","Dreyer, Nicholas DeGunzburg","Klang","HORREUR"
"CDr2","Leaves from Satan's Book","1920","Dreyer",,,
"CDr30","Vredens Dag","1943","Dreyer",,"Palladium Denmark","DRAME"
"CDr40","Ordet","1955","Dreyer",,,"DRAME"
"CDr5","Once Upon a Time","1922","Dreyer",,,
"CDr9","The Passion of Joan of Arc","1928","Dreyer","Dreyer",,"DRAME"
"CDu10","Watermelon Woman","1996","Dunye",,,
"CDv10","Noir et Blanc","1993","Devers",,,"ROMANTIQUE"
"CEa1","Play Misty for Me","1971","Eastwood","Robert Daley",,"SUSPENSE"
"CEa10","Pale Rider","1985","Eastwood",,"Malpaso","WESTERN"
"CEa11","Straight No Chaser","1986","Eastwood","Eastwood",,
"CEa12","Bird","1988","Eastwood",,"Malpaso","BIOGRAPHIQUE"
"CEa13","Pink Cadillac","1989","Eastwood",,,
"CEa14","White Hunter, Black Heart","1990","Eastwood",,"Malpaso","BIOGRAPHIQUE"
"CEa15","Rookie","1990","Eastwood","David Valdes","Warners","ACTION"
"CEa16","Unforgiven","1992","Eastwood",,,"WESTERN"
"CEa17","A Perfect World","1993","Eastwood","Mark Johnson, David Valdes","Warners","CnR"
"CEa18","Bridges of Madison County","1995","Eastwood","Eastwood, Kathleen Kennedy","SAmblin, Warners","ROMANTIQUE"
"CEa19","Absolute Power","1997","Eastwood","P(Eastwood, Karen Spiegel)","SCastle Rock Columbia)","SUSPENSE"
"CEa2","High Plains Drifter","1973","Eastwood","Robert Daley","Universal","WESTERN"
"CEa20","Midnight in the Garden of Good And Evil","1997","Eastwood","Eastwood","SWarners","DRAME"
"CEa21","True Crime","1999","Eastwood","Richard D. Zanuck, Lili Fni Zanuck","Malpaso, Warners","SUSPENSE"
"CEa3","The Outlaw Josey Wales","1976","Eastwood","Robert Daley","Warners","WESTERN"
"CEa4","The Gauntlet","1977","Eastwood","Robert Daly","Warners",
"CEa5","Bronco Billy","1980","Eastwood",,,"WESTERN"
"CEa6","The Eiger Sanction","1981","Eastwood","J.Lang","Universal","AVENTURE"
"CEa7","Firefox","1982","Eastwood",,,"ACTION"
"CEa8","Honkytonk Man","1982","Eastwood",,,
"CEa9","Sudden Impact","1983","Eastwood","Eastwood","Warners",
"CEd10","Little Dorrit","1988","Edzard","John Brabourne, Richard Goodwin",,"DRAME"
"CEd20","As You like It","1992","Edzard","Edzard","Sands","DRAME"
"CFd10","Freedom on My Mind","1994","Field",,"Fantasy","DOCUMENTAIRE"
"CfO10","The Vengeance of She","1967","Owen","Harry Allan Towers","Hammer,Fox","ACTION"
"CfO20","The Return of She","1983","Owen",,,"ACTION"
"CFr10","Intimate Relations","1953","Ch.Frank",,,"COMEDIE,DRAME"
"CGi10","Pétrole, pétrole","1981","Gion",,,"DRAME"
"CGl10","La donna nuda","1914","Gallone",,"Cines","COMEDIE"
"CGl103","Tosca","1956","Gallone",,,
"CGl107","Michel Strogoff","1959","Gallone",,,
"CGl109","Cathage in Flames","1959","Gallone",,,
"CGl115","Carmen di Travestere","1962","Gallone",,,"DRAME"
"CGl25","Malombra","1917","Gallone",,"Cines",
"CGl35","Maman poupee","1920","Gallone",,"Olympus",
"CGl42","Fabiola","1923","Gallone",,,"Epic"
"CGl44","Mesalina","1924",,"Gallone",,"Epic"
"CGl46","Quo Vadis","1925","Gallone",,,"Epic"
"CGl48","The Last Days of Pompeii","1926","Gallone",,"S.A. Grandi","Epic"
"CGl55","Pawns of Passion","1928","Gallone","Gallone",,
"CGl70","Madame Butterfly","1939","Gallone",,,
"CGl75","Manon Lescaut","1940","Gallone",,,
"CGl85","La Traviata","1947","Gallone",,,
"CGl90","Faust and the Devil","1949","Gallone",,,
"CGl95","La Forza del Destino","1951","Gallone",,,
"CGo10","The Wonderful Crook","1976","Goretta",,,"COMEDIE"
"CGr10","Eat My Dust!","1976","C.Griffith","Jon Davison","NWP","ACTION"
"CGy10","The Miracle of Love","1987","Gormley",,,"ROMANTIQUE"
"CH10","Mother Lode","1982","Heston","Fraser Clarke Heston, Andrew Snell","Agamemnon","WESTERN"
"CH5","Anthony and Cleopatra","1971","Heston","Peter Snell","Transac(Zurich), Izuro(Madrid),Folio Films(London)","DRAME"
"CHa10","Losin' It","1982","Hanson",,,"COMEDIE"
"CHa14","The Bedroom Window","1988","Hanson",,,"SUSPENSE"
"CHa18","Bad Influence","1990","Hanson",,,"SUSPENSE"
"CHa20","The Hand that Rocks the Cradle","1991","Hanson","David Madden",,"SUSPENSE"
"CHa25","The River Wild","1995","Hanson",,,"AVENTURE"
"CHa27","L.A. Confidential","1997","Hanson","Milchan",,"DRAME"
"ChB2","So Big","1923","Brabin",,,
"ChB5","The Bridge of San Luis Rey","1923","Brabin",,,
"ChB9","The Mask of Fu Manchu","1932","Brabin","Thalberg","MGM","MYSTÈRE"
"ChC11","The Titfield Thunderbolt","1953","Ch.Crichton","Michael Truman","Ealing","COMEDIE"
"ChC30","A Fish Named Wanda","1988","Ch.Crichton","Michael Shamberg","MGM Twickenham","COMEDIE"
"ChC4","Hue and Cry","1946","Ch.Crichton","Cornelius","Ealing","COMEDIE"
"ChC9","The Lavender Hill Mob","1951","Ch.Crichton","M.Truman","Ealing","SUSPENSE"
"ChD10","Last on a Train","1945","David",,,"MYSTÈRE"
"ChE1","Call It Murder","1934","Erskine","Erskine","Universal","DRAME"
"ChE2","The Egg and I","1947","Erskine","Erskine","U-I","COMEDIE"
"ChF10","The Cruel Sea","1953","Frend",,,"DRAME"
"ChF3","San Demetrio London","1943","Frend",,,
"ChF7","Scott of The Antarctic","1948","Frend","Sidney Cole","Ealing",
"ChG10","Attack of the 50-foot Woman","1993","Ch.Guest","Joseph Dougherty","Warners, HBO","FANTASTIQUE"
"ChG15","Waiting for Guffman","1997","Ch.Guest",,,"COMEDIE"
"ChG18","Almost Heroes","1998","Ch.Guest",,,"COMEDIE"
"ChG2","The Big Picture","1989","Ch.Guest",,"Columbia","COMEDIE"
"ChH10","Forecast: Low Clouds and Coastal Fog","1963","C.Haas","Hitchcock","Shamley, CBS","SUSPENSE"
"ChH3","Girls Town","1959","C.Haas","Zugsmith","MGM","AVENTURE"
"ChJ10","Symphonie Fantastique","1942","ChristianJaque",,,
"ChJ12","Carmen","1943","ChristianJaque",,,"DRAME"
"ChJ15","Un Revenant","1946","ChristianJaque",,,
"ChJ20","Boule de Suif","1945","ChristianJaque",,,
"ChJ25","Bluebeard","1951","ChristianJaque",,,"BIOGRAPHIQUE"
"ChJ30","Fanfan la Tulipe","1951","ChristianJaque",,"Filmsonor","AVENTURE"
"ChJ35","Nana","1954","ChristianJaque",,,
"ChJ36","Madame DuBarry","1954","ChristianJaque",,,"DRAME"
"ChJ40","Tous les Gars du Monde","1955","ChristianJaque",,,
"ChJ45","Babette goes to War","1959","ChristianJaque",,,
"ChJ50","Madame Sans Gêne","1961","ChristianJaque",,,
"ChJ55","The Black Tulip","1963","ChristianJaque",,,
"ChJ60","Secret Agents","1966","ChristianJaque",,,
"ChJ65","The Saint Versus ...","1966","ChristianJaque",,,
"ChJ70","Two Tickets to Mexico","1967","ChristianJaque",,,
"ChJ74","Lady Hamilton","1967","ChristianJaque",,,"HISTORIQUE"
"ChK10","Farewell, my Concubine","1993","Kaige",,"HK","DRAME,ROMANTIQUE"
"ChK13","Temptress Moon","1997","Kaige",,"SMiramax","DRAME"
"ChL1","A Place in Time","1976","Lane",,,"DRAME"
"ChL2","Sidewalk Stories","1989","Lane",,", Island Pictures","COMEDIE,DRAME"
"ChM20","Waiting for the Light","1990","Monger",,,"COMEDIE"
"ChN10","Babe","1995","Ch.Noonan",,,"COMEDIE"
"CHo5","Lovers and Other Strangers","1970","C.Howard",,,
"CHp10","Joseph Conrad's Secret Agent","1996","Hampton",,,"SUSPENSE"
"ChR10","Steamboat Bill jnr.","1928","Ch.Reisner","Keaton","U.A.","COMEDIE"
"ChR13","Hollywood Revue","1929","Ch.Reisner","Harry Rapf","MGM","MUSICAL"
"ChR20","Reducing","1932","Ch.Reisner",,,
"ChR30","The Show-Off","1934","Ch.Reisner",,,
"ChR4","The Man in the Box","1925","Ch.Reisner",,,
"ChR40","Sophie Lang Goes West","1937","Ch.Reisner",,,
"ChR50","The Big Store","1941","Ch.Reisner","Louis K. Sidney","MGM","COMEDIE"
"ChR60","Lost in a Harem","1944","Reisner","George Haight","MGM","COMEDIE"
"ChR70","The Cobra Strikes","1948","Ch.Reisner",,,
"ChR80","The Travelling Saleswoman","1950","Ch.Reisner",,,"COMEDIE"
"ChS10","Irreconcilable Differences","1984","Shyer",,"Lantana,Warners","ROMANTIQUE, COMEDIE"
"ChS20","Father of the Bride","1991","Shyer",,"Touchstone","COMEDIE"
"ChS24","I Love Trouble","1994","Shyer",,,"COMEDIE,SUSPENSE"
"ChV13","The Tuttles of Tahiti","1942","Ch.Vidor","Sol Lesser","RKO","COMEDIE"
"ChV15","A Song To Remember","1944","Ch.Vidor",,,"BIOGRAPHIQUE"
"ChV2","Blind Alley","1939","Ch.Vidor",,"Columbia","COMEDIE"
"ChV20","Gilda","1946","Ch.Vidor","Virginia vanUpp","Columbia","SUSPENSE"
"ChV26","The Loves of Carmen","1948","Ch.Vidor","CH.Vidor","Columbia","DRAME"
"ChV35","Hans Christian Andersen","1952","Ch.Vidor","Samuel Goldwyn",,"BIOGRAPHIQUE"
"ChV45","The Joker is Wild","1957","Ch.Vidor","Ch.Vidor, Frank Sinatra","Paramount","BIOGRAPHIQUE"
"ChV46","A Farewell to Arms","1957","Ch.Vidor","Selznick","Fox","ROMANTIQUE"
"ChV8","The Lady in Question","1940","Ch.Vidor",,"Columbia","ROMANTIQUE"
"ChW12","High Society","1956","Walters","S.C.Siegel","MGM","MUSICALl"
"ChW16","Ask any Girl","1959","Walters","Joe Pasternak","MGM","ROMANTIQUE"
"ChW18","Please Dont Eat the Daisies","1960","Walters",,"MGM","MUSICALl"
"ChW2","Good News","1947","Walters","Freed","MGM","MUSICAL"
"ChW22","The Unsinkable Molly Brown","1964","Walters",,"MGM","MUSICALl"
"ChW25","Walk, Don't Run","1966","Walters","Sol Spiegel","Columbia","COMEDIE"
"ChW3","Easter Parade","1947","Walters","Freed","MGM","MUSICAL"
"ChW4","The Barkleys of Broadway","1949","Walters","Freed","MGM","MUSICALl"
"ChW6","Lili","1953","Walters","Edwin H. Knopf","MGM","MUSICAL, ROMANTIQUE"
"ChW7","Dangerous when Wet","1953","Walters","George Wells","MGM","COMEDIE"
"ChW8","The Tender Trap","1955","Walters",,"MGM","MUSICALl"
"CiS10","Sensuous Vampires","1979","Santiago","Robert E, Waters","Capricorn Three","PORNOGRAPHIQUE"
"CiS40","Eye of the Eagle III","1990","Santiago","Christopher R. Santiago","New Horizons","ACTION"
"CJ10","The Amateur","1982","Jarrott",,,
"CJ2","Anne of a Thousand Days","1970","Jarrot","Wallis","Universal",
"CJ3","Mary, Queen of Scots","1972","Jarrot",,,
"CJ4","Lost Horizon","1973","Jarrot","Hunter","Columbia","AVENTURE"
"CJ6","the Other Side of Midnight","1977","Jarrot","Frank Jablans, Martin Ransohoff",,"PORNOGRAPHIQUE"
"CJ8","Last Flight of Noah's Ark","1981","Jarrot",,"Disney","AVENTURE"
"CJ9","Condor Man","1981","Jarrott","Jan Williams","Disney",
"CJo20","Duck Amuck","1945","Ch.Jones",,"Warners","CARTOON,"
"CJo30","What's Opera, Doc?","1957","Ch.Jones",,"Warners","CARTOON,COMEDIE"
"CJo40","Gay Puree","1962","Ch.Jones",,"Warners","CARTOON,COMEDIE"
"CJo50","The Phantom Tollbooth","1969","Ch.Jones",,"Warners","CARTOON,COMEDIE"
"CJu10","So ist das Leben","1929","Junghans","Junghans",,"DRAME"
"CkB10","Gumball Rally","1976","Bail","DFasvid Barber","Columbia","ACTION"
"CKl2","When the Cat' Away","1997","Klapisch",,,
"CKl4","Un Air de Famille","1998","Klapisch",,,"Noir"
"CL1","The Night of the Hunter","1955","Laughton","Paul Gregory","U.A.","DRAME,HORREUR"
"CLa100","Abbott and Costello Meet the Invisible Man","1951","Lamont","Howard Christie","Universal","COMEDIE"
"CLa110","Abbott and Costello Meet Captain Kidd","1952","Lamont","Alex Gottlieb","Warners","COMEDIE"
"CLa114","Abbott and Costello Go To Mars","1953","Lamont","Howard Christie","UI","COMEDIE"
"CLa115","Abbott and Costello Meet Dr. Jekyll and Mr. Hyde","1953","Lamont",,"Universal","COMEDIE"
"CLa117","Ma and Pa Kettle in Paris","1953","Lamont",,,"COMEDIE"
"CLa120","Untamed Heiress","1954","Lamont",,,"COMEDIE"
"CLa121","Abbott and Costello Meet the Keystone Kops","1954","Lamont","Howard Christie","Universal","COMEDIE"
"CLa127","Dance With me, Henry","1956","Lamont",,,"COMEDIE"
"CLa135","The Kettles in the Ozarks","1956","Lamont",,,"COMEDIE"
"CLa150","The World of Abbott and Costello","1965","none","Max L. Rosenberg, Milton Subotsky","Universal","COMEDIE"
"CLa40","Love, Honor, and Oh Baby","1941","Lamont",,,"COMEDIE"
"CLa60","The Merry Monahans","1944","Lamont",,,"COMEDIE"
"CLa65","Bowery to Broadway","1944","Lamont",,,"COMEDIE"
"CLa70","Frontier Gal","1945","Lamont",,,"COMEDIE"
"CLa75","The Runaround","1946","Lamont",,,"COMEDIE"
"CLa80","Slave Girl","1947","Lamont",,,"COMEDIE"
"CLa90","Bagdad","1949","Lamont",,,"COMEDIE"
"CLa95","Abbott and Costello in the Foreign Legion","1950","Lamont","Robert Artur","UI","COMEDIE"
"CLB10","Toto and Peppino Divided in Berlin","1949","C.Bragaglia",,,"COMEDIE"
"CLB20","Figaro Qua, Figaro la","1950","C.Bragaglia",,,"COMEDIE, MUSICAL"
"ClC1","Le Beau Serge","1958","Chabrol",,,
"ClC10","Ophelia","1967","Chabrol",,,
"ClC11","Landru","1967","Chabrol",,,
"ClC19","The Road to Corinth","1968","Chabrol",,,
"ClC2","The Cousins","1959","Chabrol",,,
"ClC20","Les Biches","1968","Chabrol","Andre Genoves","La Boetie","DRAME"
"ClC21","La Femme Infidele","1969","Chabrol",,,"SUSPENSE"
"ClC22","The Beast Must Die","1969","Chabrol",,,
"ClC24","Le Boucher","1970","Chabrol",,,"SUSPENSE,DRAME"
"ClC31","Ophelia","1973","Chabrol",,,
"ClC35","Une Partie de Plaisir","1975","Chabrol","Andre Genoves","La Boetie","DRAME"
"ClC38","Alice","1977","Chabrol",,,
"ClC45","The Cry of the Owl","1987","Chabrol",,,"SUSPENSE"
"ClC49","Stille Tage in Clichy","1990","Chabrol",,,"DRAME"
"ClC50","Story of Women","1990","Chabrol",,,"BIOGRAPHIQUE"
"ClC57","La Ceremonie","1997","Chabrol",,,"DRAME"
"ClC58","The Swindle","1988","Chabrol",,,
"ClD1","Chocolat","1988","Denis","Belmondo","Cameroon","DRAME"
"ClD5","Nenette and Boni","1997","Denis",,,
"CLi10","Jenseits der Stille","1998","Link",,,"DRAME"
"ClL1","Le Propre de l'homme","1960","Lelouch",,,
"ClL10","Life Love Death","1969","Lelouch",,,
"ClL11","Le Rose et le Noir","1970","Lelouch",,,
"ClL12","The Crook","1971","Lelouch",,,
"ClL13","Smic, Smac, Smoc","1971","Lelouch",,,
"ClL14","Simon the Swiss","1971","Lelouch",,,
"ClL15","Adventure is Adventure","1972","Lelouch",,,
"ClL16","La Bonne Anneé","1973","Lelouch",,,
"ClL17","And now My Love","1975","Lelouch",,,
"ClL18","Seven Suspects for Murder","1977","Lelouch",,,
"ClL19","Another Man, another Chance","1977","Lelouch",,,
"ClL2","Une Fille et des Fusils","1963","Lelouch",,,
"ClL20","The Good and the Bad","1977","Lelouch",,,
"ClL21","A Nos Deux","1979","Lelouch",,,
"ClL22","Les Uns et les autres","1980","Lelouch",,,
"ClL23","Edith and Marcel","1983","Lelouch",,,
"ClL25","Les Miserables","1995","Lelouch",,,"Epic"
"ClL3","Avec des Si","1964","Lelouch",,,
"ClL4","Secret Paris","1964","Lelouch",,,
"ClL5","Un homme et une femme","1966","Lelouch",,,
"ClL6","Vivre Pour vivre","1967","Lelouch",,,
"ClL7","Challenge in the snow","1968","Lelouch",,,
"ClL8","Far from Vietnam","1969","Lelouch",,,
"ClL9","A Man I Like","1969","Lelouch",,,
"ClM10","The Best Way to Walk","1976","C.Miller",,,
"ClM12","Tell Him I Love Him","1977","C.Miller",,,
"ClM30","The Little Thief","1989","C.Miller",,,"ROMANTIQUE"
"ClM40","The Accompanist","1993","C.Miller",,,"DRAME"
"ClO10","None But the Lonely Heart","1944","Odets",,,"CnR, DRAME"
"ClP10","La Boum","1980","Pinoteau",,"Gaumont","DRAME, ROMANTIQUE"
"ClS10","The Big Risk","1960","Sautet",,,
"ClS16","Head First","1964","Sautet",,,
"ClS22","Les choses de la vie","1969","Sautet",,,"DRAME"
"ClS25","César et Rosalie","1972","Sautet",,,"ROMANTIQUE"
"ClS28","Vincent, Francois, Paul and the others","1976","Sautet",,,"ROMANTIQUE"
"ClS31","Mado","1978","Sautet",,,
"ClS33","Un Mauvais Fils","1980","Sautet",,,
"ClS36","Garcon!","1983","Sautet",,,
"ClS40","Un coeur en hiver","1992","Sautet",,,"ROMANTIQUE"
"ClS45","Nelly and Monsieur Arnaud","1996","Sautet",,,"ROMANTIQUE"
"ClW10","It's My Turn","1975","Weill",,,
"ClW20","Girlfriends","1978","Weill","Weill",,"ROMANTIQUE"
"CLz1","Shoah","1985","Lanzman","Lanzman",,"DOCUMENTAIRE"
"ClZ10","Ripoux contre Ripoux","1989","Zidi",,,"CnR"
"ClZ19","Asterix & Obelisk","1998","Zidi",,,"COMEDIE"
"CMA1","Crime Without Passion","1935","MacArthur","Hecht","Astoria, Paramont","SUSPENSE"
"CMA2","Soak the Rich","1936","MacArthur",,,
"CMA3","Once in a Blue Moon","1936","MacArthur",,,
"CMe1","A World Apart","1991","Menges",,,
"CMe10","CrissCross","1992","Menges",,,"DRAME"
"CMF1","Vanity Fair","1932","Ch.Franklin","Hoffman","Allied","DRAME"
"CMk11","The Koumiko Mystery","1965","Marker",,,
"CMk16","The Train Rolls On","1974","Marker",,,
"CMk20","La Jeteée","1978","Marker",,,
"CMk30","The Koumiko Mystery","1965","Marker",,,
"CMk40","Sans Soleil","1992","Marker",,,"SCIENCE FICTION"
"CMq10","Candy","1981","Marquand",,,
"CMt10","Daniel Boone","1923","Mitchell",,"Chronicles of America","BIOGRAPHIQUE"
"CMu10","Before the Nickelodeon","1982","Musser",,"Films for Thought","BIOGRAPHIQUE"
"CNo1","Following","1999","Nolan",,,"SUSPENSE"
"CNu10","House of Angels","1993","Nutley",,,"COMEDIE"
"CNy1","The Thing","1951","Nyby","Hawks","RKO","SCIENCE FICTION"
"CNy15","First to Fight","1967","Nyby","Conrad","Warners","HISTORIQUE"
"CoA1","Thunder and Lightning","1977","C.Allen",,,
"CoA10","Avalanche","1978","C.Allen",,,
"CoB15","How to Undress in Public Without Undue Embarrassement","1965","Bennett",,,"COMEDIE"
"CoB3","The Years Between","1946","Bennett","Sidney Box","GFD","ROMANTIQUE"
"CoB5","That Forsythe Woman","1949","Bennett",,,
"CoB6","King Solomon's Mines","1950","Bennett","Zimbalist","MGM",
"CoC10","The Spoilers","1914","C.Campbell","Selig",,
"CoF10","Rembetiko","1983","Ferris",,,"DRAME, MUSICAL, BIOGRAPHIQUE"
"CoH1","Foul Play","1978","Higgins","Thomas L. Miller","Paramount","COMEDIE"
"CoH2","Nine to Five","1980","Higgins","Bruce Gilbert",,"COMEDIE"
"CoH3","Best Little Whorehouse in Texas","1982","Higgins","Thomas L. Miler","Universal, RKO","COMEDIE"
"CoW1","Strom Fear","1955","C.Wilde",,,
"CoW2","Maracaibo","1958","C.Wilde",,,
"CoW3","Lancelot and Guinevere","1963","C.Wilde",,"GB","DRAME"
"CoW5","Beach Red","1967","C.Wilde","C.Wilde","U.A.","DRAME"
"CoW6","No Blade of Grass","1971","C.Wilde",,,
"CoW7","Shark's Treasure","1975","C.Wilde",,,
"CP1","Couples and Robbers","1987","C.Peploe",,,
"CP2","High Season","1988","C.Peploe",,,
"CPa1","La Passion","1902","Pathe","Pathe","Pathe",
"CPa50","Les Misérables","1909","Pathe",,,"DRAME"
"CPc10","The Little Prince Said","1991","C.Pascal",,,
"CPR10","A Challenge for Robin Hood","1968","PenningtonRichards","Clifford Parkes","Hammer","AVENTURE"
"CR10","The Night Train to Munich","1940","C.Reed","Edward Black","Fox","SUSPENSE"
"CR12","Kipps","1941","C.Reed","Edward Black","Fox","ROMANTIQUE"
"CR13","The Young Mr. Pitt","1942","C.Reed",,,
"CR14","The Way Ahead","1944","C.Reed","John Sutro, Norman Walker","GFD, Two Cities","AVENTURE"
"CR15","The True Glory","1945","C.Reed","MoI","GB","DOCUMENTAIRE"
"CR16","Odd Man Out","1946","C.Reed",,"Kino","DRAME"
"CR17","The Fallen Idol","1948","C.Reed","A.Korda","British Lion","SUSPENSE"
"CR18","The Third Man","1949","C.Reed","A.Korda","British Lion, Selznick","SUSPENSE"
"CR19","An Outcast of the Islands","1951","C.Reed",,,
"CR24","Our Man in Havana","1959","C.Reed","C.Reed","Columbia",
"CR27","Oliver!","1968","C.Reed",,,
"CR5","Bank Holiday","1938","C.Reed",,,
"CR9","The Stars Look Down","1939","C.Reed",,,
"CrB10","That Night","1992","Bolotin","Arnon Milchan","Le Studio Canal+, Regency, Alcor","ROMANTIQUE"
"CrC10","The X-files","1998","Carter",,,"SCIENCE FICTION"
"CRd10","Amityville 1992: It's About Time","1992","Randel","Christopher deFaria",,"HORREUR"
"CrM10","The Grass Harp","1997","Mahlin",,,
